area_sqft,bhk,property_type,lat,lon,price_inr
1100,3,Apartment,23.0058027,72.4574061,8500000.0
880,3,Apartment,23.1378296,72.5334863,7500000.0
1584,3,Apartment,23.0516973,72.535169,11500000.0
1053,3,Apartment,23.0232163,72.4708784,9072000.0
2601,3,Apartment,23.057541,72.5435085,52500000.0
1980,2,Apartment,23.107121,72.5848584,9500000.0
846,3,Apartment,23.1110532,72.5619714,7128000.0
802,3,Apartment,23.0232163,72.4708784,6000000.0
2415,3,Apartment,23.0310611,72.4763874,17500000.0
2295,3,Apartment,23.1100643,72.5811205,11500000.0
834,3,Apartment,23.0406995,72.6822689,6400000.0
1603,2,Apartment,23.1183825,72.6213211,7000000.0
3000,3,Apartment,23.0485393,72.511742,16500000.0
1800,5,Apartment,23.0111491,72.5132562,15000000.0
1340,3,Apartment,23.0012666,72.5877721,7250000.0
720,4,Apartment,23.0716125,72.6367479,10000000.0
420,4,Villa,23.0676665,72.5721746,7000000.0
768,3,Apartment,23.1360943,72.5425805,8000000.0
1674,3,Apartment,23.092529,72.561323,7328000.0
856,3,Apartment,22.9969634,72.633455,9000000.0
2763,3,Apartment,23.039243,72.5551154,21800000.0
756,1,Apartment,23.0901711,72.6504536,3600000.0
1161,2,Apartment,23.2169318,72.6678423,4099999.9999999995
850,3,Apartment,23.1358111,72.5818846,7900000.0
1305,1,Villa,23.0434823,72.6810611,16000000.0
893,3,Apartment,23.1100643,72.5811205,6200000.0
2395,3,Apartment,23.0107147,72.4429208,13500000.0
1540,4,Apartment,23.0271267,72.5226289,15300000.0
909,3,Apartment,22.9969634,72.633455,6100000.0
5500,8,Apartment,23.0226117,72.5490834,25099999.999999996
1287,2,Apartment,23.1153559,72.5366513,8500000.0
1273,4,Apartment,23.0215374,72.5800568,16900000.0
810,4,Apartment,22.9811295,72.6012948,5300000.0
6156,5,Apartment,23.1360943,72.5425805,11500000.0
862,3,Apartment,23.0232163,72.4708784,5625000.0
2142,3,Apartment,23.081994,72.5519258,6751000.0
853,3,Apartment,23.107121,72.5848584,6200000.0
1710,3,Apartment,23.0451612,72.6051665,8000000.0
1500,4,Apartment,23.2072732,72.6361499,17000000.0
